PolicyNumber,CustomerID,Name,City,Gender,Age,PolicyType,PolicyStartDate,PolicyEndDate,PremiumAmount,CoverageAmount,ClaimNumber,ClaimDate,ClaimAmount,ClaimStatus
P2495,C2495,Kavya Reddy,Indore,Male,47,Health,20-09-2025,20-09-2026,261.66,42009.38,CL2495,13-12-2025,8038.39,Rejected
P2496,C2496,Pooja Sharma,Kolkata,Male,29,Auto,06-06-2025,06-06-2026,1266.38,52917.37,CL2496,19-10-2025,8768.56,Pending
P2497,C2497,Ishita Singh,Chennai,Female,35,Health,31-01-2024,30-01-2025,911.46,89024.99,CL2497,26-06-2024,6585.52,Rejected
P2498,C2498,Vihaan Reddy,Lucknow,Male,49,Auto,12-07-2024,12-07-2025,567.02,90186.8,CL2498,,0,Rejected
P2499,C2499,Arjun Nair,Hyderabad,Female,69,Auto,26-07-2025,26-07-2026,838.44,84104.03,CL2499,,0,Rejected
P2500,C2500,Ishita Singh,Pune,Female,61,Auto,15-08-2023,14-08-2024,809.34,30351.41,CL2500,,0,Rejected
P2501,C2501,Neha Joshi,Pune,Female,67,Health,15-10-2023,14-10-2024,729.16,98449.67,CL2501,,0,Rejected
P2502,C2502,Arjun Nair,Mumbai,Male,68,Auto,02-02-2023,02-02-2024,1338.49,33055.48,CL2502,27-02-2023,3025.82,Settled
P2503,C2503,Priya Nair,Delhi,Female,27,Travel,13-01-2025,13-01-2026,1475.34,47827.8,CL2503,30-06-2025,3752.09,Rejected
P2504,C2504,Vihaan Reddy,Pune,Female,45,Health,29-01-2024,28-01-2025,1455.74,88920.39,CL2504,12-06-2024,4751.01,Settled
P2505,C2505,Rohan Desai,Mumbai,Male,45,Auto,13-03-2023,12-03-2024,1082.11,76549.38,CL2505,,0,Rejected
P2506,C2506,Aditya Verma,Ahmedabad,Male,28,Travel,29-08-2023,28-08-2024,766.8,23602.65,CL2506,,0,Rejected
P2507,C2507,Neha Joshi,Indore,Female,73,Health,14-01-2025,14-01-2026,865.31,98041.8,CL2507,25-08-2025,7470.28,Rejected
P2508,C2508,Ananya Gupta,Delhi,Female,69,Auto,16-05-2025,16-05-2026,1386.45,63806.69,CL2508,,0,Rejected
P2509,C2509,Pooja Sharma,Ahmedabad,Female,64,Auto,23-02-2023,23-02-2024,1077.06,24014.64,CL2509,22-11-2023,6723.27,Rejected
P2510,C2510,Kavya Reddy,Delhi,Male,55,Health,12-05-2024,12-05-2025,867.04,43113.69,CL2510,29-07-2024,8688.71,Settled
P2511,C2511,Aarav Sharma,Kolkata,Female,23,Travel,10-03-2025,10-03-2026,796.99,21559.05,CL2511,,0,Rejected
P2512,C2512,Kavya Reddy,Delhi,Male,21,Health,24-10-2023,23-10-2024,425.63,70469.81,CL2512,,0,Rejected
P2513,C2513,Aditya Verma,Kolkata,Female,40,Health,24-10-2024,24-10-2025,411.73,46954.48,CL2513,11-09-2025,6450.59,Rejected
P2514,C2514,Vihaan Reddy,Lucknow,Male,43,Travel,20-07-2024,20-07-2025,384.03,30914.98,CL2514,22-07-2024,6480.3,Pending
P2515,C2515,Ananya Gupta,Indore,Male,40,Travel,13-03-2023,12-03-2024,1161.15,27773.4,CL2515,31-05-2023,8147.28,Rejected
P2516,C2516,Aarav Sharma,Chennai,Female,28,Health,30-04-2024,30-04-2025,1075.75,35403.95,CL2516,01-05-2024,7997.09,Rejected
P2517,C2517,Sneha Iyer,Hyderabad,Male,61,Travel,23-07-2024,23-07-2025,781.9,92409.25,CL2517,,0,Rejected
P2518,C2518,Pooja Sharma,Pune,Male,70,Auto,29-11-2023,28-11-2024,1160.17,69195.55,CL2518,25-07-2024,9442.26,Rejected
P2519,C2519,Kavya Reddy,Mumbai,Female,46,Auto,05-10-2024,05-10-2025,853.83,42817.84,CL2519,10-11-2024,9237.04,Rejected
P2520,C2520,Arjun Nair,Bengaluru,Female,26,Auto,14-03-2023,13-03-2024,545.95,23698.96,CL2520,,0,Rejected
P2521,C2521,Arjun Nair,Chennai,Female,21,Health,09-12-2023,08-12-2024,254.07,59906.77,CL2521,08-01-2024,5527.38,Rejected
P2522,C2522,Rohan Desai,Pune,Female,22,Health,09-09-2023,08-09-2024,661.84,48032.1,CL2522,30-08-2024,1769.7,Pending
P2523,C2523,Sneha Iyer,Jaipur,Male,52,Health,10-09-2024,10-09-2025,861.85,38112.44,CL2523,12-12-2024,9852.78,Settled
P2524,C2524,Kunal Mehta,Ahmedabad,Female,62,Travel,26-01-2025,26-01-2026,948.52,39690.61,CL2524,,0,Rejected
P2525,C2525,Rohan Desai,Hyderabad,Male,75,Travel,18-05-2024,18-05-2025,1296.71,31168.17,CL2525,14-09-2024,1716.96,Pending
P2526,C2526,Rohan Desai,Hyderabad,Female,58,Travel,01-11-2025,01-11-2026,1087.59,34653.93,CL2526,26-02-2026,8152.8,Settled
P2527,C2527,Neha Joshi,Chandigarh,Male,63,Health,01-06-2024,01-06-2025,606.59,94375.89,CL2527,18-09-2024,1238.25,Rejected
P2528,C2528,Priya Nair,Bengaluru,Female,55,Travel,06-01-2024,05-01-2025,1273.21,98414.14,CL2528,,0,Rejected
P2529,C2529,Rohan Desai,Hyderabad,Female,27,Auto,08-05-2025,08-05-2026,626.95,31729.72,CL2529,13-12-2025,2090.28,Settled
P2530,C2530,Meera Kulkarni,Bengaluru,Female,66,Travel,18-01-2025,18-01-2026,973.94,67794.32,CL2530,23-07-2025,9853.51,Pending
P2531,C2531,Pooja Sharma,Bengaluru,Female,32,Travel,16-01-2023,16-01-2024,1468.58,76177.66,CL2531,02-04-2023,2287.5,Rejected
P2532,C2532,Arjun Nair,Delhi,Female,48,Health,31-01-2025,31-01-2026,580.63,99522.81,CL2532,25-03-2025,8053.2,Pending
P2533,C2533,Sneha Iyer,Ahmedabad,Female,54,Travel,09-02-2023,09-02-2024,984.14,42068.88,CL2533,26-02-2023,6945.92,Rejected
P2534,C2534,Arjun Nair,Indore,Male,21,Travel,18-02-2023,18-02-2024,956.12,53183.13,CL2534,11-05-2023,7730.7,Pending
P2535,C2535,Aarav Sharma,Bengaluru,Female,40,Auto,06-11-2024,06-11-2025,991.69,24424.43,CL2535,,0,Rejected
P2536,C2536,Aditya Verma,Ahmedabad,Female,31,Travel,25-02-2025,25-02-2026,289.42,60051.6,CL2536,26-02-2025,5005.64,Pending
P2537,C2537,Ananya Gupta,Lucknow,Male,74,Auto,13-03-2025,13-03-2026,1358.89,52388.29,CL2537,,0,Rejected
P2538,C2538,Neha Joshi,Mumbai,Male,48,Travel,22-08-2024,22-08-2025,325.85,26035.34,CL2538,31-12-2024,4513.5,Settled
P2539,C2539,Aarav Sharma,Hyderabad,Female,43,Auto,24-04-2024,24-04-2025,1023.21,38648.19,CL2539,,0,Rejected
P2540,C2540,Aditya Verma,Hyderabad,Female,60,Health,24-03-2024,24-03-2025,587.82,95276.08,CL2540,24-01-2025,6520.53,Settled
P2541,C2541,Neha Joshi,Lucknow,Female,57,Auto,09-03-2025,09-03-2026,508.34,51720.89,CL2541,11-08-2025,6351.76,Settled
P2542,C2542,Vivaan Patel,Jaipur,Female,52,Auto,10-12-2025,10-12-2026,570.67,34950.32,CL2542,09-06-2026,6492.91,Rejected
P2543,C2543,Priya Nair,Hyderabad,Female,32,Health,14-08-2024,14-08-2025,1457.46,80714.47,CL2543,08-10-2024,5542.66,Pending
P2544,C2544,Sai Kumar,Chennai,Female,70,Travel,26-12-2023,25-12-2024,947.65,81465.71,CL2544,12-07-2024,4529.96,Pending
P2545,C2545,Kunal Mehta,Pune,Female,27,Auto,11-11-2023,10-11-2024,1012.44,68660.74,CL2545,10-10-2024,9961.15,Pending
P2546,C2546,Sneha Iyer,Ahmedabad,Male,55,Auto,06-04-2024,06-04-2025,580.6,44283.26,CL2546,09-09-2024,8677.17,Settled
P2547,C2547,Meera Kulkarni,Jaipur,Male,71,Auto,28-09-2025,28-09-2026,305.82,70836.34,CL2547,25-07-2026,7633.97,Settled
P2548,C2548,Meera Kulkarni,Chennai,Female,47,Auto,13-04-2023,12-04-2024,301.79,39538.26,CL2548,27-06-2023,5088.4,Rejected
P2549,C2549,Vivaan Patel,Kolkata,Female,39,Auto,20-05-2024,20-05-2025,943.81,93629.04,CL2549,19-10-2024,7829.04,Settled
P2550,C2550,Priya Nair,Chandigarh,Female,51,Travel,24-04-2023,23-04-2024,635.08,97731.12,CL2550,22-05-2023,2097.23,Settled
P2551,C2551,Rohan Desai,Pune,Male,22,Health,28-11-2025,28-11-2026,384.92,24108.7,CL2551,01-02-2026,9610.84,Rejected
P2552,C2552,Kavya Reddy,Mumbai,Female,33,Auto,27-03-2025,27-03-2026,1197.98,88676.66,CL2552,04-11-2025,6266.75,Rejected
P2553,C2553,Aditya Verma,Mumbai,Male,52,Health,29-04-2024,29-04-2025,1328,22272.99,CL2553,24-10-2024,1044.26,Pending
P2554,C2554,Pooja Sharma,Hyderabad,Male,61,Travel,09-06-2024,09-06-2025,1253.58,96095.15,CL2554,01-11-2024,8207.07,Settled
P2555,C2555,Ananya Gupta,Pune,Female,52,Health,29-09-2024,29-09-2025,647.98,26859.12,CL2555,,0,Rejected
P2556,C2556,Aditya Verma,Jaipur,Male,26,Health,07-03-2024,07-03-2025,1131.43,40797.5,CL2556,18-09-2024,7163.05,Settled
P2557,C2557,Rohan Desai,Chennai,Male,34,Health,02-02-2023,02-02-2024,863.23,20383.39,CL2557,18-05-2023,4313.63,Settled
P2558,C2558,Meera Kulkarni,Lucknow,Female,50,Health,14-06-2023,13-06-2024,1381.69,50395.25,CL2558,02-07-2023,1007.69,Settled
P2559,C2559,Aarav Sharma,Lucknow,Female,57,Travel,15-07-2023,14-07-2024,1107.56,39020.66,CL2559,04-04-2024,6667.42,Pending
P2560,C2560,Kavya Reddy,Lucknow,Female,34,Auto,14-04-2024,14-04-2025,1070.72,64085.6,CL2560,14-05-2024,2698.26,Pending
P2561,C2561,Kunal Mehta,Jaipur,Male,23,Auto,08-09-2025,08-09-2026,545.01,35043.01,CL2561,04-10-2025,2258.98,Settled
P2562,C2562,Kunal Mehta,Delhi,Female,24,Health,01-01-2025,01-01-2026,701.29,37971.84,CL2562,01-09-2025,2415.77,Pending
P2563,C2563,Aarav Sharma,Delhi,Female,72,Auto,04-06-2025,04-06-2026,1489.57,92579.3,CL2563,28-11-2025,3077.24,Rejected
P2564,C2564,Kunal Mehta,Bengaluru,Female,39,Auto,19-11-2023,18-11-2024,851.56,64967.81,CL2564,11-10-2024,9051.73,Settled
P2565,C2565,Aditya Verma,Bengaluru,Female,71,Health,22-05-2023,21-05-2024,566.64,49837.62,CL2565,02-09-2023,3754.85,Rejected
P2566,C2566,Ananya Gupta,Lucknow,Male,58,Travel,18-11-2024,18-11-2025,1135.76,82041.12,CL2566,,0,Rejected
P2567,C2567,Meera Kulkarni,Lucknow,Male,28,Travel,15-12-2024,15-12-2025,375.88,61085.36,CL2567,21-01-2025,5342.61,Pending
P2568,C2568,Rohan Desai,Jaipur,Male,37,Auto,02-06-2025,02-06-2026,1496.87,37200.12,CL2568,19-06-2025,6905.37,Settled
P2569,C2569,Aarav Sharma,Ahmedabad,Male,62,Auto,18-11-2024,18-11-2025,443.76,98931.3,CL2569,05-04-2025,9673.48,Settled
P2570,C2570,Neha Joshi,Pune,Male,21,Health,11-03-2023,10-03-2024,971.72,48821.66,CL2570,12-01-2024,9071.98,Rejected
P2571,C2571,Neha Joshi,Kolkata,Female,50,Travel,26-02-2025,26-02-2026,1251.4,25378.35,CL2571,,0,Rejected
P2572,C2572,Rohan Desai,Pune,Male,37,Travel,05-12-2024,05-12-2025,806.79,33760.35,CL2572,,0,Rejected
P2573,C2573,Ananya Gupta,Indore,Male,38,Health,12-09-2024,12-09-2025,1319.2,96206.6,CL2573,13-09-2024,4766.89,Rejected
P2574,C2574,Rohan Desai,Mumbai,Male,66,Auto,08-03-2023,07-03-2024,1338.56,69214.41,CL2574,27-12-2023,6126.26,Settled
P2575,C2575,Pooja Sharma,Hyderabad,Male,68,Health,18-03-2023,17-03-2024,723.09,29923.25,CL2575,20-03-2023,6226.36,Rejected
P2576,C2576,Meera Kulkarni,Bengaluru,Male,64,Auto,28-04-2023,27-04-2024,486.38,46870.8,CL2576,16-04-2024,2090.98,Rejected
P2577,C2577,Kunal Mehta,Chennai,Male,23,Auto,15-06-2025,15-06-2026,495.86,60901.85,CL2577,03-09-2025,6393.16,Settled
P2578,C2578,Pooja Sharma,Delhi,Female,47,Health,27-07-2025,27-07-2026,413.87,73751.94,CL2578,13-05-2026,9946.12,Rejected
P2579,C2579,Aarav Sharma,Indore,Male,36,Auto,03-03-2024,03-03-2025,878.02,64960.19,CL2579,03-03-2025,7546.02,Rejected
P2580,C2580,Vivaan Patel,Delhi,Female,49,Travel,20-09-2025,20-09-2026,1047.69,91557.08,CL2580,20-06-2026,1307.02,Pending
P2581,C2581,Kunal Mehta,Kolkata,Female,55,Travel,27-08-2024,27-08-2025,1430.21,57676.61,CL2581,06-10-2024,5833.21,Pending
P2582,C2582,Priya Nair,Hyderabad,Male,29,Health,18-02-2024,17-02-2025,448.67,30431.94,CL2582,25-06-2024,8561.5,Rejected
P2583,C2583,Sai Kumar,Hyderabad,Male,66,Auto,14-08-2024,14-08-2025,743.98,99510.41,CL2583,09-09-2024,9680.25,Pending
P2584,C2584,Kavya Reddy,Indore,Male,47,Travel,03-05-2023,02-05-2024,1200.48,89747.47,CL2584,19-07-2023,6249.32,Settled
P2585,C2585,Vihaan Reddy,Jaipur,Female,75,Travel,11-12-2025,11-12-2026,1307.64,98138.25,CL2585,,0,Rejected
P2586,C2586,Arjun Nair,Chandigarh,Male,28,Travel,14-08-2025,14-08-2026,1150.65,78328.48,CL2586,18-09-2025,9994.99,Rejected
P2587,C2587,Sai Kumar,Delhi,Male,60,Health,12-10-2025,12-10-2026,445.75,70899.87,CL2587,,0,Rejected
P2588,C2588,Vihaan Reddy,Indore,Female,45,Health,16-04-2024,16-04-2025,1031.55,23948.55,CL2588,,0,Rejected
P2589,C2589,Rohan Desai,Bengaluru,Female,63,Health,12-03-2025,12-03-2026,1000.08,64295.98,CL2589,,0,Rejected
P2590,C2590,Ishita Singh,Delhi,Female,34,Health,13-07-2023,12-07-2024,1153.21,91448.93,CL2590,,0,Rejected
P2591,C2591,Kunal Mehta,Pune,Male,26,Auto,27-02-2025,27-02-2026,717.72,80860.42,CL2591,,0,Rejected
P2592,C2592,Sai Kumar,Mumbai,Female,53,Auto,09-11-2024,09-11-2025,367.34,53580.1,CL2592,03-02-2025,4723.86,Settled
P2593,C2593,Kavya Reddy,Indore,Male,69,Travel,12-12-2025,12-12-2026,546.63,76536.06,CL2593,,0,Rejected
P2594,C2594,Rohan Desai,Hyderabad,Female,60,Health,05-05-2025,05-05-2026,260.98,98854.73,CL2594,27-09-2025,7605.33,Rejected
P2595,C2595,Ishita Singh,Pune,Female,46,Health,28-10-2024,28-10-2025,936.9,70459.43,CL2595,23-08-2025,8372.29,Settled
P2596,C2596,Aditya Verma,Lucknow,Female,39,Health,04-05-2023,03-05-2024,1222.69,60634.42,CL2596,13-12-2023,5523.74,Pending
P2597,C2597,Ananya Gupta,Kolkata,Male,36,Travel,18-09-2023,17-09-2024,649.39,70554.77,CL2597,27-08-2024,6908.27,Pending
P2598,C2598,Vivaan Patel,Lucknow,Male,75,Travel,05-11-2024,05-11-2025,1277.78,98182.99,CL2598,,0,Rejected
P2599,C2599,Sai Kumar,Lucknow,Male,45,Auto,16-10-2025,16-10-2026,937.71,63264.27,CL2599,,0,Rejected
P2600,C2600,Rohan Desai,Chandigarh,Male,64,Travel,30-12-2025,30-12-2026,989.63,76271.42,CL2600,29-10-2026,9950.25,Rejected
P2601,C2601,Priya Nair,Pune,Male,61,Auto,27-01-2023,27-01-2024,333.37,57419.6,CL2601,23-07-2023,9938.62,Settled
P2602,C2602,Vivaan Patel,Jaipur,Female,64,Travel,29-01-2024,28-01-2025,1457.86,78788.71,CL2602,30-04-2024,4008.13,Pending
P2603,C2603,Ishita Singh,Jaipur,Male,56,Health,27-04-2024,27-04-2025,1018.09,42776.44,CL2603,29-10-2024,4137.94,Rejected
P2604,C2604,Aarav Sharma,Bengaluru,Female,34,Travel,16-03-2025,16-03-2026,376.53,47741.25,CL2604,,0,Rejected
P2605,C2605,Vihaan Reddy,Mumbai,Female,69,Travel,05-02-2025,05-02-2026,607.98,22050.64,CL2605,,0,Rejected
P2606,C2606,Ishita Singh,Chandigarh,Female,41,Health,07-12-2025,07-12-2026,1427.08,28854.53,CL2606,27-05-2026,2966.97,Pending
P2607,C2607,Vihaan Reddy,Delhi,Female,69,Health,05-07-2025,05-07-2026,1377.78,78484.87,CL2607,26-11-2025,9057.09,Pending
P2608,C2608,Aarav Sharma,Ahmedabad,Female,48,Health,24-11-2023,23-11-2024,1364.57,24739.79,CL2608,27-05-2024,6726.21,Pending
P2609,C2609,Vivaan Patel,Chandigarh,Male,35,Health,21-07-2025,21-07-2026,351.69,68218.39,CL2609,25-03-2026,2038.73,Settled
P2610,C2610,Vivaan Patel,Hyderabad,Female,35,Auto,22-03-2025,22-03-2026,708.07,93802.75,CL2610,,0,Rejected
P2611,C2611,Rohan Desai,Mumbai,Male,46,Travel,07-02-2025,07-02-2026,1252.21,73925.26,CL2611,,0,Rejected
P2612,C2612,Meera Kulkarni,Bengaluru,Female,26,Travel,04-12-2025,04-12-2026,982.47,63138.27,CL2612,19-03-2026,8456.79,Rejected
P2613,C2613,Vivaan Patel,Pune,Male,44,Health,14-05-2025,14-05-2026,1036.56,93757.75,CL2613,04-05-2026,3068.64,Rejected
P2614,C2614,Aditya Verma,Delhi,Male,33,Travel,15-01-2024,14-01-2025,1491.19,84448.26,CL2614,,0,Rejected
P2615,C2615,Neha Joshi,Hyderabad,Female,55,Health,28-10-2024,28-10-2025,1444.16,71003.21,CL2615,,0,Rejected
P2616,C2616,Vihaan Reddy,Delhi,Male,37,Health,17-02-2023,17-02-2024,384.84,79088.05,CL2616,10-01-2024,2654.46,Rejected
P2617,C2617,Rohan Desai,Delhi,Male,63,Travel,22-06-2023,21-06-2024,1305.96,55144.34,CL2617,,0,Rejected
P2618,C2618,Sneha Iyer,Lucknow,Male,67,Travel,07-10-2025,07-10-2026,1475.09,98525.36,CL2618,13-10-2025,4910.19,Settled
P2619,C2619,Sai Kumar,Mumbai,Female,63,Auto,07-06-2023,06-06-2024,1235.78,53669.64,CL2619,,0,Rejected
P2620,C2620,Pooja Sharma,Jaipur,Female,43,Travel,04-06-2024,04-06-2025,1442.77,91994.96,CL2620,25-01-2025,8842.11,Settled
P2621,C2621,Kavya Reddy,Indore,Male,73,Auto,04-07-2025,04-07-2026,811.84,20561.12,CL2621,20-03-2026,1180.05,Pending
P2622,C2622,Priya Nair,Bengaluru,Female,37,Auto,10-03-2024,10-03-2025,1476.07,83755.67,CL2622,,0,Rejected
P2623,C2623,Kunal Mehta,Kolkata,Female,58,Travel,21-07-2025,21-07-2026,708.48,41882.71,CL2623,11-02-2026,3020.24,Settled
P2624,C2624,Aditya Verma,Jaipur,Male,60,Health,14-03-2025,14-03-2026,1209.11,93086.2,CL2624,,0,Rejected
P2625,C2625,Kunal Mehta,Chennai,Female,63,Auto,26-03-2024,26-03-2025,510.85,58136.92,CL2625,,0,Rejected
P2626,C2626,Aarav Sharma,Chandigarh,Male,45,Auto,18-10-2025,18-10-2026,931.66,24488.26,CL2626,,0,Rejected
P2627,C2627,Pooja Sharma,Chennai,Male,28,Health,05-03-2024,05-03-2025,334.74,64797.83,CL2627,,0,Rejected
P2628,C2628,Ishita Singh,Lucknow,Male,70,Auto,06-01-2023,06-01-2024,886.83,76584.81,CL2628,15-06-2023,8056.01,Pending
P2629,C2629,Sneha Iyer,Chennai,Male,37,Travel,27-09-2023,26-09-2024,1289.94,70148.99,CL2629,01-01-2024,5887.74,Settled
P2630,C2630,Vihaan Reddy,Chennai,Female,32,Travel,03-09-2023,02-09-2024,1180.84,24226.74,CL2630,28-03-2024,6081.12,Settled
P2631,C2631,Meera Kulkarni,Chennai,Male,29,Health,27-01-2023,27-01-2024,1038.84,45918.29,CL2631,03-12-2023,6108.03,Settled
P2632,C2632,Sai Kumar,Chandigarh,Female,45,Health,28-07-2025,28-07-2026,927.5,36650.75,CL2632,08-01-2026,1846.48,Pending
P2633,C2633,Ananya Gupta,Chandigarh,Male,43,Travel,10-11-2025,10-11-2026,840.24,51221.58,CL2633,09-06-2026,9731.23,Pending
P2634,C2634,Ishita Singh,Chennai,Female,42,Health,09-03-2025,09-03-2026,768.03,69331.75,CL2634,09-02-2026,9096.22,Rejected
P2635,C2635,Vivaan Patel,Delhi,Female,64,Health,03-10-2023,02-10-2024,424.82,87350.54,CL2635,28-03-2024,4437.95,Settled
P2636,C2636,Vihaan Reddy,Jaipur,Male,34,Auto,20-06-2024,20-06-2025,1177.13,85152.17,CL2636,04-12-2024,5946.8,Rejected
P2637,C2637,Arjun Nair,Hyderabad,Female,64,Health,15-11-2025,15-11-2026,330.45,59071.25,CL2637,08-01-2026,5358.29,Settled
P2638,C2638,Rohan Desai,Mumbai,Female,62,Auto,19-06-2024,19-06-2025,977.83,58836.65,CL2638,,0,Rejected
P2639,C2639,Kunal Mehta,Delhi,Female,34,Auto,30-04-2024,30-04-2025,906.79,78705.67,CL2639,24-05-2024,4496.43,Rejected
P2640,C2640,Vihaan Reddy,Indore,Female,70,Health,30-09-2024,30-09-2025,1184.5,58099.23,CL2640,19-06-2025,7634.32,Rejected
P2641,C2641,Ishita Singh,Mumbai,Female,61,Travel,27-05-2024,27-05-2025,954.14,41948.61,CL2641,,0,Rejected
P2642,C2642,Aarav Sharma,Jaipur,Female,39,Auto,11-07-2023,10-07-2024,1340.97,33431.61,CL2642,20-09-2023,3881.92,Pending
P2643,C2643,Ananya Gupta,Chandigarh,Female,38,Auto,26-09-2025,26-09-2026,668.38,96548.42,CL2643,09-10-2025,3942.17,Settled
P2644,C2644,Aarav Sharma,Kolkata,Female,31,Travel,10-04-2025,10-04-2026,588.59,97940.26,CL2644,,0,Rejected
P2645,C2645,Neha Joshi,Pune,Male,31,Health,15-10-2025,15-10-2026,546.83,63658.42,CL2645,19-01-2026,9406.46,Pending
P2646,C2646,Meera Kulkarni,Lucknow,Female,51,Health,26-06-2023,25-06-2024,393.95,83327.13,CL2646,02-04-2024,2563.12,Rejected
P2647,C2647,Ananya Gupta,Delhi,Male,26,Auto,18-10-2025,18-10-2026,801.51,84337.48,CL2647,12-06-2026,8198.91,Pending
P2648,C2648,Kavya Reddy,Chandigarh,Male,71,Auto,19-10-2024,19-10-2025,546.91,43501.88,CL2648,,0,Rejected
P2649,C2649,Aditya Verma,Delhi,Female,25,Health,22-09-2025,22-09-2026,443.63,70646.39,CL2649,10-11-2025,5056.18,Rejected
P2650,C2650,Kunal Mehta,Mumbai,Female,49,Auto,21-06-2023,20-06-2024,1274.62,88248.75,CL2650,08-10-2023,4039.53,Rejected
P2651,C2651,Aditya Verma,Jaipur,Male,37,Auto,23-10-2024,23-10-2025,1308.09,32257.72,CL2651,,0,Rejected
P2652,C2652,Neha Joshi,Indore,Female,70,Auto,04-08-2025,04-08-2026,579.7,51770.19,CL2652,,0,Rejected
P2653,C2653,Aditya Verma,Bengaluru,Male,30,Auto,14-10-2024,14-10-2025,1110.27,81904.67,CL2653,24-12-2024,8444.66,Pending
P2654,C2654,Priya Nair,Hyderabad,Female,36,Travel,21-10-2024,21-10-2025,1137.85,71382.3,CL2654,25-05-2025,3805.67,Settled
P2655,C2655,Ananya Gupta,Indore,Female,35,Health,23-12-2024,23-12-2025,1346.91,20967.86,CL2655,16-08-2025,2154.19,Pending
P2656,C2656,Vivaan Patel,Pune,Female,47,Health,27-02-2023,27-02-2024,352.12,86496.24,CL2656,12-12-2023,3456.58,Pending
P2657,C2657,Pooja Sharma,Pune,Male,21,Auto,17-11-2025,17-11-2026,606.02,57839.48,CL2657,07-06-2026,4230.06,Pending
P2658,C2658,Ishita Singh,Chennai,Female,41,Travel,19-07-2023,18-07-2024,1442.63,78407.13,CL2658,,0,Rejected
P2659,C2659,Aarav Sharma,Bengaluru,Female,24,Travel,11-05-2025,11-05-2026,313.4,58799.16,CL2659,01-05-2026,4523.97,Pending
P2660,C2660,Vihaan Reddy,Lucknow,Male,59,Health,26-08-2024,26-08-2025,1359.14,49525.91,CL2660,05-10-2024,9273.08,Rejected
P2661,C2661,Arjun Nair,Ahmedabad,Female,34,Travel,16-08-2025,16-08-2026,810.77,98908.27,CL2661,,0,Rejected
P2662,C2662,Pooja Sharma,Mumbai,Male,36,Health,18-06-2025,18-06-2026,666.68,22896.32,CL2662,17-10-2025,8231.51,Settled
P2663,C2663,Priya Nair,Lucknow,Male,62,Travel,30-07-2023,29-07-2024,315.62,25773.24,CL2663,23-10-2023,8065.79,Pending
P2664,C2664,Rohan Desai,Kolkata,Male,34,Auto,13-10-2024,13-10-2025,521.53,46445.39,CL2664,,0,Rejected
P2665,C2665,Priya Nair,Kolkata,Male,29,Health,11-10-2024,11-10-2025,1247.93,74656.73,CL2665,08-01-2025,6617.43,Pending
P2666,C2666,Sai Kumar,Kolkata,Male,68,Auto,12-09-2024,12-09-2025,431.21,62799.82,CL2666,17-07-2025,6802.83,Settled
P2667,C2667,Ananya Gupta,Mumbai,Male,65,Auto,30-03-2024,30-03-2025,304.19,85198.21,CL2667,08-05-2024,3575.08,Pending
P2668,C2668,Arjun Nair,Lucknow,Male,58,Auto,20-06-2024,20-06-2025,703.28,37696.84,CL2668,10-07-2024,7659.06,Rejected
P2669,C2669,Priya Nair,Ahmedabad,Female,42,Health,23-10-2023,22-10-2024,759.28,90527.38,CL2669,16-10-2024,3453.8,Rejected
P2670,C2670,Arjun Nair,Bengaluru,Female,31,Health,18-10-2024,18-10-2025,1444.86,33894.3,CL2670,22-02-2025,7296.69,Settled
P2671,C2671,Arjun Nair,Pune,Male,72,Auto,26-04-2025,26-04-2026,408.56,86403.56,CL2671,30-03-2026,3357.75,Rejected
P2672,C2672,Priya Nair,Indore,Male,68,Health,28-04-2025,28-04-2026,1365.76,90725.52,CL2672,,0,Rejected
P2673,C2673,Aditya Verma,Chennai,Female,44,Health,09-08-2024,09-08-2025,1383.59,24674.04,CL2673,04-11-2024,5386.18,Pending
P2674,C2674,Pooja Sharma,Chennai,Female,65,Auto,18-03-2025,18-03-2026,513.07,30458.12,CL2674,01-03-2026,4555.3,Settled
P2675,C2675,Pooja Sharma,Lucknow,Female,44,Health,28-09-2025,28-09-2026,268.83,70141.54,CL2675,28-06-2026,8125.85,Settled
P2676,C2676,Rohan Desai,Delhi,Male,68,Auto,30-06-2025,30-06-2026,377.06,84450.68,CL2676,08-05-2026,6720.38,Pending
P2677,C2677,Pooja Sharma,Bengaluru,Female,64,Health,10-05-2023,09-05-2024,1228.12,54298.4,CL2677,05-07-2023,2402.92,Rejected
P2678,C2678,Aditya Verma,Indore,Female,40,Auto,06-04-2023,05-04-2024,403.37,56642.59,CL2678,21-07-2023,3110.17,Settled
P2679,C2679,Vihaan Reddy,Mumbai,Female,69,Health,11-12-2025,11-12-2026,727.57,49214.03,CL2679,13-06-2026,1591.81,Pending
P2680,C2680,Kavya Reddy,Bengaluru,Male,29,Travel,18-09-2024,18-09-2025,689.33,69035.5,CL2680,07-06-2025,6406.07,Pending
P2681,C2681,Meera Kulkarni,Chandigarh,Female,35,Travel,07-02-2025,07-02-2026,1486.19,47386.48,CL2681,17-11-2025,4343.99,Rejected
P2682,C2682,Kavya Reddy,Hyderabad,Female,61,Health,08-06-2024,08-06-2025,1181.82,89129.4,CL2682,22-12-2024,6780.46,Settled
P2683,C2683,Sneha Iyer,Mumbai,Male,58,Travel,20-08-2024,20-08-2025,1010.32,94433.65,CL2683,,0,Rejected
