Customer_Key,Customer_ID,Customer_Name,Gender,City,State
847,CUST66614,Vikram Tripathi,Women,Pune,Maharashtra
848,CUST49776,Kriti Pawar,Women,Indore,Madhya Pradesh
849,CUST82036,Shreya Das,Men,Delhi,Delhi
850,CUST61603,Harsh Deshmukh,Women,Mumbai,Maharashtra
851,CUST37617,Harsh Iyer,Men,Indore,Madhya Pradesh
852,CUST29523,Kavya Bansal,Kids,Nashik,Maharashtra
853,CUST18163,Sakshi Das,Kids,Nashik,Maharashtra
854,CUST90253,Manav Srivastava,Beauty,Bengaluru,Karnataka
855,CUST25065,Varun Pawar,Women,Pune,Maharashtra
856,CUST51576,Kriti Chauhan,Home,Bengaluru,Karnataka
857,CUST28366,Mansi Patel,Men,Delhi,Delhi
858,CUST62168,Nikhil Khan,Women,Jaipur,Rajasthan
859,CUST64235,Rahul Shetty,Kids,Jaipur,Rajasthan
860,CUST18631,Sakshi Sharma,Beauty,Indore,Madhya Pradesh
861,CUST75841,Kriti Oberoi,Kids,Chennai,Tamil Nadu
862,CUST81610,Aditya Desai,Women,Nashik,Maharashtra
863,CUST46244,Ishita Naik,Women,Nashik,Maharashtra
864,CUST84781,Priya Thakur,Home,Chennai,Tamil Nadu
865,CUST82134,Abhishek Iyer,Women,Indore,Madhya Pradesh
866,CUST71331,Yash Nair,Men,Pune,Maharashtra
867,CUST42309,Yash Deshmukh,Women,Kolkata,West Bengal
868,CUST60281,Tanya Bansal,Kids,Delhi,Delhi
869,CUST15362,Isha Tiwari,Kids,Lucknow,Uttar Pradesh
870,CUST72969,Aditi Menon,Men,Mumbai,Maharashtra
871,CUST24002,Tanvi Roy,Women,Nashik,Maharashtra
872,CUST48349,Akash Arora,Home,Jaipur,Rajasthan
873,CUST49979,Naina Tiwari,Women,Bengaluru,Karnataka
874,CUST34009,Aditya Chauhan,Men,Mumbai,Maharashtra
875,CUST53336,Aditya Yadav,Men,Kolkata,West Bengal
876,CUST72798,Rohit Desai,Beauty,Mumbai,Maharashtra
877,CUST17464,Ayush Pillai,Women,Chennai,Tamil Nadu
878,CUST33703,Karan Dubey,Women,Delhi,Delhi
879,CUST85667,Naina Agarwal,Women,Jaipur,Rajasthan
880,CUST66751,Meera Agarwal,Men,Ahmedabad,Gujarat
881,CUST98078,Karan Tiwari,Beauty,Jaipur,Rajasthan
882,CUST12379,Aditi Khan,Kids,Delhi,Delhi
883,CUST39945,Sneha Sharma,Home,Lucknow,Uttar Pradesh
884,CUST34996,Pooja Mishra,Women,Nashik,Maharashtra
885,CUST27441,Neha Iyer,Men,Jaipur,Rajasthan
886,CUST64610,Neha Reddy,Women,Delhi,Delhi
887,CUST38892,Akash Singh,Women,Bengaluru,Karnataka
888,CUST33453,Yash Goyal,Men,Indore,Madhya Pradesh
889,CUST50430,Sahil Malhotra,Women,Nashik,Maharashtra
890,CUST46534,Sahil Verma,Home,Mumbai,Maharashtra
891,CUST24751,Harsh Deshmukh,Men,Delhi,Delhi
892,CUST82652,Priya Das,Beauty,Chennai,Tamil Nadu
893,CUST30511,Isha Bhatia,Women,Mumbai,Maharashtra
894,CUST48785,Sneha Roy,Men,Ahmedabad,Gujarat
895,CUST16563,Arjun Tiwari,Men,Ahmedabad,Gujarat
896,CUST17504,Neha Kulkarni,Men,Lucknow,Uttar Pradesh
897,CUST88950,Ananya Gupta,Men,Ahmedabad,Gujarat
898,CUST77158,Mohit Dubey,Beauty,Nashik,Maharashtra
899,CUST23281,Aditya Das,Men,Nashik,Maharashtra
900,CUST14257,Ishita Yadav,Kids,Delhi,Delhi
901,CUST78582,Shreya Kulkarni,Home,Pune,Maharashtra
902,CUST69331,Meera Pawar,Women,Mumbai,Maharashtra
903,CUST37273,Yash Reddy,Men,Indore,Madhya Pradesh
904,CUST78783,Sakshi Mishra,Kids,Ahmedabad,Gujarat
905,CUST87223,Kavya Agarwal,Kids,Mumbai,Maharashtra
906,CUST83398,Tanya Yadav,Men,Kolkata,West Bengal
907,CUST40694,Mohit Tiwari,Beauty,Delhi,Delhi
908,CUST80631,Yash Joshi,Beauty,Jaipur,Rajasthan
909,CUST42780,Neha Mishra,Kids,Kolkata,West Bengal
910,CUST20306,Mohit Goyal,Home,Mumbai,Maharashtra
911,CUST75228,Rohit Naik,Men,Mumbai,Maharashtra
912,CUST37835,Aditi Dubey,Home,Jaipur,Rajasthan
913,CUST20965,Arjun Jain,Men,Bengaluru,Karnataka
914,CUST88872,Kavya Nair,Home,Indore,Madhya Pradesh
915,CUST52348,Mohit Pawar,Women,Ahmedabad,Gujarat
916,CUST86202,Dev Sharma,Men,Delhi,Delhi
917,CUST60388,Rohit Tiwari,Kids,Pune,Maharashtra
918,CUST27352,Karan Kamble,Kids,Pune,Maharashtra
919,CUST40340,Riya Naik,Men,Kolkata,West Bengal
920,CUST52734,Muskan Thakur,Women,Indore,Madhya Pradesh
921,CUST25489,Varun Goyal,Home,Hyderabad,Telangana
922,CUST88763,Simran Naik,Women,Indore,Madhya Pradesh
923,CUST96570,Nikhil Deshmukh,Kids,Chennai,Tamil Nadu
924,CUST92597,Tanya Gupta,Men,Chennai,Tamil Nadu
925,CUST77699,Rahul Kapoor,Women,Nashik,Maharashtra
926,CUST15280,Aarav Rawat,Beauty,Chennai,Tamil Nadu
927,CUST89632,Simran Pillai,Men,Bengaluru,Karnataka
928,CUST71102,Sneha Bansal,Home,Nashik,Maharashtra
929,CUST21154,Kavya Goyal,Men,Kolkata,West Bengal
930,CUST36234,Simran Pawar,Women,Kolkata,West Bengal
931,CUST85952,Isha Chauhan,Men,Indore,Madhya Pradesh
932,CUST11293,Sahil Bhatt,Women,Kolkata,West Bengal
933,CUST91113,Priya Patel,Men,Chennai,Tamil Nadu
934,CUST71572,Riya Kamble,Beauty,Jaipur,Rajasthan
935,CUST76640,Neha Patel,Women,Kolkata,West Bengal
936,CUST72126,Sakshi Pillai,Women,Chennai,Tamil Nadu
937,CUST68920,Dev Roy,Men,Mumbai,Maharashtra
938,CUST22303,Riya Patel,Men,Delhi,Delhi
939,CUST48892,Tanvi Chopra,Women,Chennai,Tamil Nadu
940,CUST42046,Harsh More,Women,Mumbai,Maharashtra
941,CUST29158,Rohit Oberoi,Men,Delhi,Delhi
942,CUST42252,Tanya Dubey,Home,Jaipur,Rajasthan
943,CUST65723,Priya Thakur,Women,Nashik,Maharashtra
944,CUST24012,Aditya Shetty,Kids,Jaipur,Rajasthan
945,CUST81388,Mohit Chatterjee,Home,Hyderabad,Telangana
946,CUST58086,Ishita Kulkarni,Home,Indore,Madhya Pradesh
947,CUST57969,Muskan Joshi,Beauty,Bengaluru,Karnataka
948,CUST27422,Kriti Malhotra,Women,Kolkata,West Bengal
949,CUST38357,Ayush Shetty,Beauty,Bengaluru,Karnataka
950,CUST64698,Shreya Bhatt,Men,Kolkata,West Bengal
951,CUST21844,Akash Rawat,Kids,Pune,Maharashtra
952,CUST58988,Ananya Shetty,Beauty,Indore,Madhya Pradesh
953,CUST79336,Manav Tripathi,Women,Indore,Madhya Pradesh
954,CUST68596,Vikram Iyer,Men,Jaipur,Rajasthan
955,CUST43922,Riya Shetty,Women,Pune,Maharashtra
956,CUST24396,Ananya Jain,Women,Hyderabad,Telangana
957,CUST44626,Akash Naik,Men,Kolkata,West Bengal
958,CUST75875,Arjun Singh,Beauty,Pune,Maharashtra
959,CUST17837,Harsh Khan,Kids,Chennai,Tamil Nadu
960,CUST98675,Nikhil Rawat,Beauty,Chennai,Tamil Nadu
961,CUST33550,Akash More,Women,Bengaluru,Karnataka
962,CUST77603,Ayush Saxena,Women,Hyderabad,Telangana
963,CUST37425,Naina Sharma,Men,Jaipur,Rajasthan
964,CUST84642,Kriti Gupta,Home,Delhi,Delhi
965,CUST88455,Ananya Pandey,Men,Ahmedabad,Gujarat
966,CUST31106,Meera Gupta,Women,Jaipur,Rajasthan
967,CUST93463,Harsh Chatterjee,Women,Mumbai,Maharashtra
968,CUST91443,Abhishek Reddy,Beauty,Kolkata,West Bengal
969,CUST79854,Manav Bhatia,Women,Nashik,Maharashtra
970,CUST31951,Yash Kulkarni,Women,Delhi,Delhi
971,CUST17804,Dev Pawar,Home,Indore,Madhya Pradesh
972,CUST68914,Karan Khan,Kids,Mumbai,Maharashtra
973,CUST85885,Meera Das,Men,Chennai,Tamil Nadu
974,CUST57177,Simran Mehta,Kids,Delhi,Delhi
975,CUST72002,Sneha Pandey,Women,Hyderabad,Telangana
976,CUST70886,Dev Chopra,Men,Ahmedabad,Gujarat
977,CUST52553,Neha Menon,Women,Kolkata,West Bengal
978,CUST22941,Rahul Pandey,Men,Ahmedabad,Gujarat
979,CUST20977,Muskan Sinha,Men,Bengaluru,Karnataka
980,CUST30243,Kriti Oberoi,Women,Pune,Maharashtra
981,CUST11476,Abhishek Mishra,Beauty,Lucknow,Uttar Pradesh
982,CUST81895,Harsh Khan,Men,Delhi,Delhi
983,CUST98627,Ayush Kapoor,Kids,Chennai,Tamil Nadu
984,CUST70021,Harsh Kamble,Women,Indore,Madhya Pradesh
985,CUST56982,Ananya Khan,Home,Jaipur,Rajasthan
986,CUST79110,Naina Naik,Men,Nashik,Maharashtra
987,CUST93040,Yash Naik,Beauty,Kolkata,West Bengal
988,CUST42264,Manav Menon,Women,Delhi,Delhi
989,CUST53401,Abhishek Sharma,Women,Indore,Madhya Pradesh
990,CUST70040,Tanya Rawat,Men,Chennai,Tamil Nadu
991,CUST48973,Ananya Tiwari,Women,Nashik,Maharashtra
992,CUST64699,Karan Iyer,Men,Kolkata,West Bengal
993,CUST65175,Neha Reddy,Kids,Hyderabad,Telangana
994,CUST47677,Ishita Iyer,Women,Kolkata,West Bengal
