Order_ID,Order_Number,Order_Date,Customer_ID,Customer_Name,Gender,City,State,Brand,Product_Name,Size,Color,Quantity,MRP,Discount_Percent,Selling_Price,Shipping_Amount,GST_Amount,Total_Amount,Product_Cost,Profit,Payment_Method,Order_Status,Delivery_Date,Sales_Channel
MYN100488,ORD20250488,2025-09-30 00:00:00,CUST61507,Aditya Agarwal,Women,Lucknow,Uttar Pradesh,HERE&NOW,Heels,XL,Yellow,4,646,15,549.1,0,395.35,2591.75,1564.48,631.92,UPI,Delivered,2025-10-02 00:00:00,App
MYN100489,ORD20250489,2025-03-06 00:00:00,CUST68759,Aarav Shetty,Kids,Bengaluru,Karnataka,Adidas,Kids T-Shirts,XS,Black,4,5615,0,5615,0,4042.8,26502.8,16644.96,5815.04,UPI,Delivered,2025-03-11 00:00:00,Mobile Web
MYN100490,ORD20250490,2026-07-05 00:00:00,CUST27207,Ananya Mehta,Kids,Mumbai,Maharashtra,Nike,Kids Dresses,XS,Grey,2,4571,50,2285.5,0,822.78,5393.78,3178.15,1392.85,Wallet,Delivered,2026-07-11 00:00:00,App
MYN100491,ORD20250491,2025-03-21 00:00:00,CUST91335,Rahul Bose,Women,Delhi,Delhi,Maybelline,Dresses,S,Beige,3,5833,20,4666.4,0,2519.86,16519.06,9278.41,4720.79,Cash on Delivery,Delivered,2025-03-28 00:00:00,Mobile Web
MYN100492,ORD20250492,2026-03-15 00:00:00,CUST66747,Vikram Agarwal,Men,Jaipur,Rajasthan,Lakme,Shirts,S,White,2,2578,40,1546.8,0,556.85,3650.45,2490.83,602.77,Cash on Delivery,Cancelled,2026-03-20 00:00:00,Mobile Web
MYN100493,ORD20250493,2025-09-27 00:00:00,CUST36708,Rahul Reddy,Women,Jaipur,Rajasthan,DressBerry,Kurtas,S,Pink,3,5558,20,4446.4,0,2401.06,15740.26,10705.92,2633.28,Net Banking,Delivered,2025-10-01 00:00:00,App
MYN100494,ORD20250494,2025-04-19 00:00:00,CUST18789,Diya Bansal,Women,Nashik,Maharashtra,Mast & Harbour,Kurtas,XS,Red,4,4369,25,3276.75,0,2359.26,15466.26,9180.9,3926.1,Debit Card,Cancelled,2025-04-25 00:00:00,App
MYN100495,ORD20250495,2026-07-30 00:00:00,CUST48931,Shreya Thakur,Kids,Lucknow,Uttar Pradesh,Levis,Kids Dresses,M,Grey,2,1458,15,1239.3,0,446.15,2924.75,1657.94,820.66,Wallet,Processing,2026-08-03 00:00:00,Website
MYN100496,ORD20250496,2025-03-20 00:00:00,CUST56936,Harsh Gupta,Women,Jaipur,Rajasthan,DressBerry,Kurtas,S,Pink,4,4297,15,3652.45,0,2629.76,17239.56,8782.98,5826.82,Credit Card,Delivered,2025-03-22 00:00:00,Mobile Web
MYN100497,ORD20250497,2026-01-27 00:00:00,CUST73321,Arjun Bose,Men,Kolkata,West Bengal,Anouk,Shirts,XXL,Grey,1,4576,5,4347.2,0,782.5,5129.7,3503.16,844.04,UPI,Delivered,2026-01-29 00:00:00,App
MYN100498,ORD20250498,2026-03-14 00:00:00,CUST78371,Shreya Gupta,Beauty,Bengaluru,Karnataka,DressBerry,Lipstick,XXL,Beige,3,3137,5,2980.15,0,1609.28,10549.73,7027.42,1913.03,Net Banking,Processing,2026-03-21 00:00:00,Website
MYN100499,ORD20250499,2025-04-23 00:00:00,CUST38205,Rahul Kamble,Home,Mumbai,Maharashtra,Puma,Cushion Covers,Free Size,Pink,4,4169,10,3752.1,0,2701.51,17709.91,11662.97,3345.43,UPI,Delivered,2025-04-30 00:00:00,App
MYN100500,ORD20250500,2026-01-29 00:00:00,CUST13985,Yash Singh,Women,Pune,Maharashtra,DressBerry,Heels,L,Beige,2,1366,25,1024.5,0,368.82,2417.82,1651.85,397.15,Credit Card,Processing,2026-02-02 00:00:00,Mobile Web
MYN100501,ORD20250501,2025-07-23 00:00:00,CUST96338,Vikram Pandey,Kids,Pune,Maharashtra,Nike,Kids Shoes,XL,Blue,4,5390,20,4312,0,3104.64,20352.64,12001.53,5246.47,Debit Card,Processing,2025-07-29 00:00:00,Mobile Web
MYN100502,ORD20250502,2025-05-18 00:00:00,CUST22336,Ayush Roy,Men,Lucknow,Uttar Pradesh,DressBerry,Shirts,XL,Green,1,1617,5,1536.15,0,276.51,1812.66,1095.31,440.84,Cash on Delivery,Delivered,2025-05-25 00:00:00,Mobile Web
MYN100503,ORD20250503,2025-01-12 00:00:00,CUST93683,Ayush Verma,Men,Chennai,Tamil Nadu,Roadster,Shirts,XL,Beige,4,2571,50,1285.5,0,925.56,6067.56,2841.94,2300.06,Debit Card,Processing,2025-01-16 00:00:00,Website
MYN100504,ORD20250504,2025-05-08 00:00:00,CUST97937,Arjun Srivastava,Home,Mumbai,Maharashtra,Allen Solly,Bath Towels,Free Size,Yellow,3,1718,0,1718,0,927.72,6081.72,3542.29,1611.71,Debit Card,Cancelled,2025-05-15 00:00:00,Website
MYN100505,ORD20250505,2026-02-09 00:00:00,CUST15062,Rahul Goyal,Men,Pune,Maharashtra,Maybelline,Jeans,XL,Green,1,1319,10,1187.1,0,213.68,1400.78,943.85,243.25,Credit Card,Processing,2026-02-14 00:00:00,App
MYN100506,ORD20250506,2025-12-25 00:00:00,CUST27733,Karan Rathore,Home,Jaipur,Rajasthan,Anouk,Bath Towels,XS,Green,2,4387,10,3948.3,0,1421.39,9317.99,5408.5,2488.1,Net Banking,Shipped,2025-12-28 00:00:00,Website
MYN100507,ORD20250507,2026-04-26 00:00:00,CUST83664,Priya Joshi,Women,Mumbai,Maharashtra,Roadster,Kurtas,M,White,2,2973,10,2675.7,0,963.25,6314.65,3582,1769.4,UPI,Delivered,2026-04-28 00:00:00,Website
MYN100508,ORD20250508,2026-05-18 00:00:00,CUST97700,Pooja Jain,Women,Delhi,Delhi,WROGN,Kurtas,XL,Beige,1,5215,20,4172,0,750.96,4922.96,2501.65,1670.35,UPI,Delivered,2026-05-25 00:00:00,Website
MYN100509,ORD20250509,2025-12-06 00:00:00,CUST64615,Mansi More,Women,Kolkata,West Bengal,Roadster,Tops,XS,Blue,2,526,20,420.8,99,151.49,1092.09,650.48,191.12,UPI,Delivered,2025-12-12 00:00:00,Website
MYN100510,ORD20250510,2026-08-12 00:00:00,CUST99922,Vikram Bhatia,Kids,Pune,Maharashtra,Adidas,Kids Jeans,Free Size,Black,1,2904,15,2468.4,0,444.31,2912.71,1390.38,1078.02,Wallet,Delivered,2026-08-16 00:00:00,Mobile Web
MYN100511,ORD20250511,2025-02-26 00:00:00,CUST15752,Priya Naik,Men,Indore,Madhya Pradesh,Levis,Watches,S,Pink,4,4871,40,2922.6,0,2104.27,13794.67,8113.6,3576.8,Cash on Delivery,Delivered,2025-03-03 00:00:00,Mobile Web
MYN100512,ORD20250512,2025-01-22 00:00:00,CUST25438,Mohit Oberoi,Men,Ahmedabad,Gujarat,Adidas,Jeans,M,Grey,1,1047,0,1047,0,188.46,1235.46,604.64,442.36,Wallet,Delivered,2025-01-24 00:00:00,App
MYN100513,ORD20250513,2025-09-25 00:00:00,CUST15574,Tanvi Nair,Kids,Mumbai,Maharashtra,Adidas,Kids Shoes,L,Black,2,5734,50,2867,0,1032.12,6766.12,4404.37,1329.63,Net Banking,Processing,2025-09-28 00:00:00,Website
MYN100514,ORD20250514,2026-01-21 00:00:00,CUST21586,Sakshi Kamble,Home,Ahmedabad,Gujarat,Puma,Bath Towels,Free Size,Red,1,2474,20,1979.2,0,356.26,2335.46,1134.2,845,Cash on Delivery,Delivered,2026-01-28 00:00:00,Website
MYN100515,ORD20250515,2026-05-29 00:00:00,CUST17833,Tanya Reddy,Men,Pune,Maharashtra,HRX,T-Shirts,XXL,Green,4,5305,30,3713.5,0,2673.72,17527.72,9809,5045,Debit Card,Delivered,2026-06-03 00:00:00,App
MYN100516,ORD20250516,2025-11-20 00:00:00,CUST21345,Ananya Iyer,Women,Pune,Maharashtra,Mast & Harbour,Kurtas,XXL,Black,3,3583,25,2687.25,0,1451.12,9512.87,5099.49,2962.26,Wallet,Processing,2025-11-25 00:00:00,App
MYN100517,ORD20250517,2026-06-22 00:00:00,CUST52733,Varun Menon,Men,Chennai,Tamil Nadu,Fastrack,Trousers,XS,Blue,1,5879,20,4703.2,0,846.58,5549.78,2908.29,1794.91,Debit Card,Delivered,2026-06-25 00:00:00,Mobile Web
MYN100518,ORD20250518,2025-05-18 00:00:00,CUST47579,Nikhil Jain,Women,Hyderabad,Telangana,Adidas,Kurtas,XXL,Blue,1,5713,10,5141.7,0,925.51,6067.21,3582.43,1559.27,UPI,Processing,2025-05-22 00:00:00,App
MYN100519,ORD20250519,2025-04-20 00:00:00,CUST71779,Dev Kamble,Beauty,Kolkata,West Bengal,Roadster,Perfume,M,Red,3,1041,0,1041,0,562.14,3685.14,1972.95,1150.05,Cash on Delivery,Processing,2025-04-22 00:00:00,App
MYN100520,ORD20250520,2025-02-17 00:00:00,CUST28895,Rohit Tripathi,Men,Hyderabad,Telangana,Allen Solly,T-Shirts,XS,Blue,3,444,30,310.8,79,167.83,1179.23,617.32,315.08,Net Banking,Delivered,2025-02-24 00:00:00,Mobile Web
MYN100521,ORD20250521,2026-01-16 00:00:00,CUST59390,Meera Tiwari,Beauty,Mumbai,Maharashtra,Maybelline,Shampoo,L,White,2,4586,0,4586,0,1650.96,10822.96,5087.41,4084.59,Debit Card,Cancelled,2026-01-18 00:00:00,App
MYN100522,ORD20250522,2025-06-25 00:00:00,CUST66866,Pooja Patel,Women,Delhi,Delhi,HERE&NOW,Tops,Free Size,Black,1,3971,5,3772.45,0,679.04,4451.49,2317.39,1455.06,Credit Card,Processing,2025-06-27 00:00:00,App
MYN100523,ORD20250523,2026-07-22 00:00:00,CUST54648,Isha Saxena,Women,Bengaluru,Karnataka,Nike,Dresses,Free Size,White,1,1828,20,1462.4,0,263.23,1725.63,1036.23,426.17,UPI,Delivered,2026-07-27 00:00:00,App
MYN100524,ORD20250524,2026-02-24 00:00:00,CUST44457,Yash Pawar,Women,Hyderabad,Telangana,Levis,Dresses,XL,Red,2,4563,20,3650.4,0,1314.14,8614.94,5937.55,1363.25,Wallet,Cancelled,2026-03-02 00:00:00,Website
MYN100525,ORD20250525,2025-04-16 00:00:00,CUST71716,Dev Deshmukh,Women,Hyderabad,Telangana,Puma,Dresses,Free Size,Red,3,4820,0,4820,0,2602.8,17062.8,11815.35,2644.65,Cash on Delivery,Delivered,2025-04-19 00:00:00,App
MYN100526,ORD20250526,2025-09-23 00:00:00,CUST71772,Isha Mehta,Women,Indore,Madhya Pradesh,HRX,Kurtas,XL,Black,2,4504,30,3152.8,0,1135.01,7440.61,4166.61,2138.99,Cash on Delivery,Delivered,2025-09-30 00:00:00,Mobile Web
MYN100527,ORD20250527,2025-04-09 00:00:00,CUST49710,Ananya Tripathi,Home,Mumbai,Maharashtra,H&M,Bedsheets,Free Size,Yellow,3,4236,0,4236,0,2287.44,14995.44,9143.7,3564.3,Credit Card,Delivered,2025-04-15 00:00:00,App
MYN100528,ORD20250528,2025-10-20 00:00:00,CUST47941,Yash Kulkarni,Women,Hyderabad,Telangana,HERE&NOW,Sarees,XS,Blue,4,2235,25,1676.25,0,1206.9,7911.9,4551.55,2153.45,UPI,Delivered,2025-10-22 00:00:00,Website
MYN100529,ORD20250529,2026-06-28 00:00:00,CUST40720,Karan Pandey,Women,Lucknow,Uttar Pradesh,HRX,Sarees,S,Green,2,3648,10,3283.2,0,1181.95,7748.35,3717.76,2848.64,Cash on Delivery,Delivered,2026-07-01 00:00:00,Website
MYN100530,ORD20250530,2025-06-27 00:00:00,CUST85677,Tanvi Sharma,Home,Hyderabad,Telangana,Mast & Harbour,Cushion Covers,XXL,Blue,4,1461,5,1387.95,0,999.32,6551.12,3931.3,1620.5,Credit Card,Processing,2025-06-30 00:00:00,Mobile Web
MYN100531,ORD20250531,2026-04-22 00:00:00,CUST50088,Riya Dubey,Women,Delhi,Delhi,Anouk,Handbags,M,Beige,3,2202,15,1871.7,0,1010.72,6625.82,4272.8,1342.3,Credit Card,Processing,2026-04-26 00:00:00,Website
MYN100532,ORD20250532,2025-05-24 00:00:00,CUST99506,Ishita Singh,Beauty,Ahmedabad,Gujarat,Adidas,Perfume,XL,Green,1,2369,25,1776.75,0,319.82,2096.57,1063.4,713.35,Wallet,Returned,2025-05-26 00:00:00,Website
MYN100533,ORD20250533,2026-02-25 00:00:00,CUST92249,Mohit Jain,Beauty,Pune,Maharashtra,Allen Solly,Face Wash,L,Blue,4,5648,10,5083.2,0,3659.9,23992.7,15048.86,5283.94,Wallet,Delivered,2026-02-27 00:00:00,Website
MYN100534,ORD20250534,2025-10-12 00:00:00,CUST45233,Rahul Bose,Men,Indore,Madhya Pradesh,Anouk,Watches,XXL,Grey,3,2810,20,2248,0,1213.92,7957.92,4547.87,2196.13,Credit Card,Cancelled,2025-10-15 00:00:00,Website
MYN100535,ORD20250535,2025-08-24 00:00:00,CUST25248,Riya Pawar,Women,Nashik,Maharashtra,Nike,Heels,XS,Green,3,3058,0,3058,0,1651.32,10825.32,6935.26,2238.74,Cash on Delivery,Delivered,2025-08-31 00:00:00,App
MYN100536,ORD20250536,2025-02-16 00:00:00,CUST19967,Rahul Reddy,Men,Bengaluru,Karnataka,Mast & Harbour,Trousers,L,Red,4,4057,15,3448.45,0,2482.88,16276.68,8999.47,4794.33,Cash on Delivery,Returned,2025-02-23 00:00:00,Mobile Web
MYN100537,ORD20250537,2026-07-05 00:00:00,CUST66176,Riya Naik,Men,Indore,Madhya Pradesh,DressBerry,T-Shirts,L,Green,2,375,25,281.25,49,101.25,712.75,408.71,153.79,Credit Card,Delivered,2026-07-10 00:00:00,Website
MYN100538,ORD20250538,2025-12-18 00:00:00,CUST60621,Naina Rawat,Kids,Ahmedabad,Gujarat,Adidas,Kids T-Shirts,XS,Grey,4,4107,20,3285.6,0,2365.63,15508.03,7394.97,5747.43,Cash on Delivery,Processing,2025-12-20 00:00:00,Mobile Web
MYN100539,ORD20250539,2025-11-03 00:00:00,CUST21595,Naina Roy,Women,Lucknow,Uttar Pradesh,Allen Solly,Tops,Free Size,Beige,2,5407,10,4866.3,0,1751.87,11484.47,7865.06,1867.54,Wallet,Delivered,2025-11-10 00:00:00,Website
MYN100540,ORD20250540,2025-09-06 00:00:00,CUST98220,Ananya Desai,Women,Chennai,Tamil Nadu,Fastrack,Heels,L,Pink,2,5689,10,5120.1,0,1843.24,12083.44,7227.61,3012.59,UPI,Delivered,2025-09-13 00:00:00,Mobile Web
MYN100541,ORD20250541,2025-09-29 00:00:00,CUST24963,Kavya Joshi,Men,Kolkata,West Bengal,Roadster,Trousers,XXL,Blue,1,3713,30,2599.1,0,467.84,3066.94,1759.83,839.27,Wallet,Delivered,2025-10-06 00:00:00,Website
MYN100542,ORD20250542,2026-07-23 00:00:00,CUST96148,Nikhil Bansal,Home,Ahmedabad,Gujarat,Fastrack,Cushion Covers,M,Yellow,1,636,40,381.6,79,68.69,529.29,273.92,107.68,Net Banking,Delivered,2026-07-27 00:00:00,Mobile Web
MYN100543,ORD20250543,2025-02-10 00:00:00,CUST12810,Riya Reddy,Women,Indore,Madhya Pradesh,WROGN,Handbags,XS,Blue,3,3528,10,3175.2,0,1714.61,11240.21,5278.94,4246.66,Cash on Delivery,Delivered,2025-02-13 00:00:00,App
MYN100544,ORD20250544,2025-10-27 00:00:00,CUST63911,Riya Oberoi,Women,Nashik,Maharashtra,HRX,Kurtas,M,Yellow,3,3763,25,2822.25,0,1524.02,9990.77,5784.5,2682.25,Credit Card,Shipped,2025-11-03 00:00:00,Website
MYN100545,ORD20250545,2026-06-21 00:00:00,CUST31514,Shreya Yadav,Women,Indore,Madhya Pradesh,H&M,Tops,XXL,White,4,700,50,350,0,252,1652,973.25,426.75,Wallet,Shipped,2026-06-26 00:00:00,Mobile Web
MYN100546,ORD20250546,2026-01-24 00:00:00,CUST17446,Simran Kapoor,Women,Mumbai,Maharashtra,Allen Solly,Tops,XXL,White,3,1579,5,1500.05,0,810.03,5310.18,3542.19,957.96,UPI,Returned,2026-01-26 00:00:00,Website
MYN100547,ORD20250547,2025-09-27 00:00:00,CUST31686,Muskan Bose,Men,Jaipur,Rajasthan,Adidas,T-Shirts,S,White,3,1722,0,1722,0,929.88,6095.88,3785.72,1380.28,Debit Card,Delivered,2025-10-03 00:00:00,Website
MYN100548,ORD20250548,2025-04-03 00:00:00,CUST96590,Muskan Kulkarni,Men,Indore,Madhya Pradesh,Puma,T-Shirts,XS,Black,3,3905,20,3124,0,1686.96,11058.96,5714.97,3657.03,Cash on Delivery,Delivered,2025-04-05 00:00:00,Mobile Web
MYN100549,ORD20250549,2025-01-15 00:00:00,CUST35651,Nikhil Naik,Women,Nashik,Maharashtra,Levis,Sarees,XS,Green,3,962,20,769.6,0,415.58,2724.38,1655.45,653.35,Wallet,Delivered,2025-01-18 00:00:00,App
MYN100550,ORD20250550,2026-01-10 00:00:00,CUST31534,Akash Kulkarni,Men,Mumbai,Maharashtra,WROGN,Watches,S,Yellow,1,3952,0,3952,0,711.36,4663.36,3238.76,713.24,Credit Card,Delivered,2026-01-13 00:00:00,Website
MYN100551,ORD20250551,2025-04-11 00:00:00,CUST24728,Mohit Chopra,Beauty,Bengaluru,Karnataka,Lakme,Moisturizer,S,Beige,3,3437,15,2921.45,0,1577.58,10341.93,5195.35,3569,Net Banking,Processing,2025-04-16 00:00:00,App
MYN100552,ORD20250552,2026-07-23 00:00:00,CUST78049,Naina Pillai,Women,Nashik,Maharashtra,Puma,Heels,S,Grey,1,4836,0,4836,0,870.48,5706.48,2751.8,2084.2,Wallet,Delivered,2026-07-30 00:00:00,Website
MYN100553,ORD20250553,2025-05-11 00:00:00,CUST73295,Ayush Sharma,Men,Lucknow,Uttar Pradesh,Adidas,Watches,S,Yellow,3,663,20,530.4,0,286.42,1877.62,1191.47,399.73,Debit Card,Delivered,2025-05-15 00:00:00,Mobile Web
MYN100554,ORD20250554,2025-04-28 00:00:00,CUST37213,Yash Mehta,Kids,Bengaluru,Karnataka,Lakme,Kids Dresses,M,Pink,3,651,15,553.35,0,298.81,1958.86,959.62,700.43,Cash on Delivery,Delivered,2025-05-01 00:00:00,App
MYN100555,ORD20250555,2025-11-05 00:00:00,CUST91081,Riya Gupta,Women,Jaipur,Rajasthan,Anouk,Sarees,XL,Blue,3,5628,20,4502.4,0,2431.3,15938.5,9028.17,4479.03,Debit Card,Delivered,2025-11-09 00:00:00,App
MYN100556,ORD20250556,2025-12-22 00:00:00,CUST19795,Abhishek Chauhan,Kids,Jaipur,Rajasthan,Puma,Kids Shoes,S,Yellow,4,4055,50,2027.5,0,1459.8,9569.8,5459.22,2650.78,Debit Card,Delivered,2025-12-25 00:00:00,Mobile Web
MYN100557,ORD20250557,2025-09-14 00:00:00,CUST90770,Pooja Verma,Men,Hyderabad,Telangana,Roadster,T-Shirts,L,Yellow,3,5188,40,3112.8,0,1680.91,11019.31,6362.53,2975.87,Net Banking,Processing,2025-09-20 00:00:00,Mobile Web
MYN100558,ORD20250558,2025-11-30 00:00:00,CUST80429,Aditya Verma,Women,Nashik,Maharashtra,HRX,Heels,Free Size,Beige,3,4962,20,3969.6,0,2143.58,14052.38,8216.69,3692.11,Debit Card,Returned,2025-12-02 00:00:00,Mobile Web
MYN100559,ORD20250559,2025-11-21 00:00:00,CUST55382,Ayush Bansal,Women,Chennai,Tamil Nadu,Nike,Sarees,Free Size,Pink,1,594,30,415.8,99,74.84,589.64,240.31,175.49,Cash on Delivery,Delivered,2025-11-23 00:00:00,App
MYN100560,ORD20250560,2025-05-04 00:00:00,CUST77643,Vikram Bansal,Beauty,Kolkata,West Bengal,Roadster,Moisturizer,M,Pink,1,4668,20,3734.4,0,672.19,4406.59,2499.98,1234.42,Wallet,Delivered,2025-05-07 00:00:00,Website
MYN100561,ORD20250561,2025-06-16 00:00:00,CUST14611,Harsh Naik,Kids,Chennai,Tamil Nadu,Puma,Kids Dresses,XS,White,1,924,25,693,49,124.74,866.74,391.63,301.37,Wallet,Delivered,2025-06-19 00:00:00,Website
MYN100562,ORD20250562,2025-05-21 00:00:00,CUST71509,Harsh Verma,Women,Mumbai,Maharashtra,Lakme,Dresses,XXL,Pink,2,4046,50,2023,0,728.28,4774.28,3012.25,1033.75,Net Banking,Delivered,2025-05-23 00:00:00,Website
MYN100563,ORD20250563,2025-11-21 00:00:00,CUST47089,Dev Kapoor,Beauty,Lucknow,Uttar Pradesh,Fastrack,Shampoo,S,White,4,1180,15,1003,0,722.16,4734.16,2591.14,1420.86,UPI,Returned,2025-11-24 00:00:00,Website
MYN100564,ORD20250564,2025-12-23 00:00:00,CUST99520,Yash Iyer,Women,Mumbai,Maharashtra,Roadster,Handbags,XS,Grey,1,336,0,336,79,60.48,475.48,264.72,71.28,UPI,Delivered,2025-12-25 00:00:00,App
MYN100565,ORD20250565,2025-02-18 00:00:00,CUST77996,Vikram Singh,Home,Mumbai,Maharashtra,Nike,Cushion Covers,S,Yellow,2,3139,20,2511.2,0,904.03,5926.43,4088.89,933.51,UPI,Delivered,2025-02-22 00:00:00,Website
MYN100566,ORD20250566,2026-07-16 00:00:00,CUST42813,Naina Shetty,Men,Indore,Madhya Pradesh,Roadster,T-Shirts,Free Size,Black,3,5862,40,3517.2,0,1899.29,12450.89,7837.24,2714.36,Debit Card,Delivered,2026-07-21 00:00:00,Mobile Web
MYN100567,ORD20250567,2025-07-23 00:00:00,CUST79180,Aarav Menon,Men,Hyderabad,Telangana,Allen Solly,Sports Shoes,M,Pink,4,5132,15,4362.2,0,3140.78,20589.58,13684.45,3764.35,Credit Card,Shipped,2025-07-25 00:00:00,App
MYN100568,ORD20250568,2026-04-03 00:00:00,CUST83374,Vikram Shetty,Kids,Ahmedabad,Gujarat,Levis,Kids Shoes,L,Pink,1,4631,0,4631,0,833.58,5464.58,2987.57,1643.43,Wallet,Delivered,2026-04-08 00:00:00,Mobile Web
MYN100569,ORD20250569,2025-04-25 00:00:00,CUST88467,Diya Chauhan,Women,Nashik,Maharashtra,H&M,Handbags,S,Yellow,1,2195,20,1756,0,316.08,2072.08,1300.83,455.17,Cash on Delivery,Delivered,2025-04-29 00:00:00,Mobile Web
MYN100570,ORD20250570,2026-03-04 00:00:00,CUST18080,Diya Tripathi,Home,Hyderabad,Telangana,Adidas,Bedsheets,XXL,Green,4,2721,30,1904.7,0,1371.38,8990.18,4745,2873.8,Net Banking,Delivered,2026-03-09 00:00:00,App
MYN100571,ORD20250571,2025-06-19 00:00:00,CUST25831,Naina Roy,Women,Lucknow,Uttar Pradesh,Allen Solly,Handbags,XXL,Red,4,1324,20,1059.2,0,762.62,4999.42,2444.06,1792.74,Net Banking,Delivered,2025-06-25 00:00:00,Mobile Web
MYN100572,ORD20250572,2025-06-27 00:00:00,CUST63024,Ayush Pawar,Kids,Hyderabad,Telangana,Maybelline,Kids Shoes,XXL,Beige,1,5010,25,3757.5,0,676.35,4433.85,2635.93,1121.57,Net Banking,Delivered,2025-06-30 00:00:00,Website
MYN100573,ORD20250573,2025-05-14 00:00:00,CUST89409,Sakshi Deshmukh,Women,Bengaluru,Karnataka,Levis,Heels,Free Size,Beige,1,2965,30,2075.5,0,373.59,2449.09,1643.09,432.41,Wallet,Delivered,2025-05-18 00:00:00,Website
MYN100574,ORD20250574,2025-03-31 00:00:00,CUST12580,Tanvi Bhatt,Women,Lucknow,Uttar Pradesh,DressBerry,Dresses,XL,Red,4,1486,20,1188.8,0,855.94,5611.14,2840.96,1914.24,Credit Card,Delivered,2025-04-05 00:00:00,Mobile Web
MYN100575,ORD20250575,2025-03-09 00:00:00,CUST75139,Tanya Mishra,Women,Indore,Madhya Pradesh,Roadster,Handbags,XL,Red,4,970,25,727.5,0,523.8,3433.8,1949.24,960.76,UPI,Shipped,2025-03-12 00:00:00,Mobile Web
MYN100576,ORD20250576,2026-07-25 00:00:00,CUST50002,Naina Mehta,Men,Chennai,Tamil Nadu,Puma,Shirts,M,Yellow,1,2475,20,1980,0,356.4,2336.4,1319.77,660.23,UPI,Cancelled,2026-07-30 00:00:00,App
MYN100577,ORD20250577,2025-08-21 00:00:00,CUST17338,Nikhil Yadav,Home,Mumbai,Maharashtra,DressBerry,Cushion Covers,S,Yellow,4,2053,40,1231.8,0,886.9,5814.1,3651.77,1275.43,Credit Card,Shipped,2025-08-26 00:00:00,Mobile Web
MYN100578,ORD20250578,2025-11-30 00:00:00,CUST50077,Neha Mishra,Kids,Chennai,Tamil Nadu,Nike,Kids Shoes,XL,Pink,2,3819,50,1909.5,0,687.42,4506.42,2365.55,1453.45,UPI,Cancelled,2025-12-02 00:00:00,Mobile Web
MYN100579,ORD20250579,2026-07-18 00:00:00,CUST11502,Akash Chatterjee,Beauty,Bengaluru,Karnataka,Roadster,Face Wash,M,White,4,4474,0,4474,0,3221.28,21117.28,11767.11,6128.89,Cash on Delivery,Delivered,2026-07-21 00:00:00,Website
MYN100580,ORD20250580,2026-07-27 00:00:00,CUST45518,Karan Chatterjee,Kids,Mumbai,Maharashtra,WROGN,Kids Shoes,XL,Beige,1,3340,15,2839,0,511.02,3350.02,2295.66,543.34,Wallet,Returned,2026-08-01 00:00:00,Website
MYN100581,ORD20250581,2025-05-12 00:00:00,CUST17973,Abhishek Kulkarni,Men,Mumbai,Maharashtra,WROGN,Sports Shoes,S,Black,1,3311,30,2317.7,0,417.19,2734.89,1693.23,624.47,Cash on Delivery,Returned,2025-05-15 00:00:00,Mobile Web
MYN100582,ORD20250582,2026-01-18 00:00:00,CUST95053,Muskan Reddy,Women,Mumbai,Maharashtra,Roadster,Sarees,S,Black,1,2110,10,1899,0,341.82,2240.82,1056.02,842.98,Credit Card,Shipped,2026-01-21 00:00:00,App
MYN100583,ORD20250583,2026-01-22 00:00:00,CUST47271,Meera Saxena,Men,Ahmedabad,Gujarat,Adidas,Jeans,XL,White,2,989,40,593.4,0,213.62,1400.42,766.45,420.35,Net Banking,Shipped,2026-01-25 00:00:00,Mobile Web
MYN100584,ORD20250584,2026-06-05 00:00:00,CUST28157,Isha Gupta,Beauty,Bengaluru,Karnataka,Roadster,Lipstick,S,Yellow,4,4561,10,4104.9,0,2955.53,19375.13,10824.73,5594.87,Credit Card,Delivered,2026-06-07 00:00:00,App
MYN100585,ORD20250585,2025-06-03 00:00:00,CUST27118,Ayush Agarwal,Men,Hyderabad,Telangana,Nike,Trousers,XL,Yellow,3,1006,30,704.2,0,380.27,2492.87,1221.97,890.63,UPI,Cancelled,2025-06-08 00:00:00,Mobile Web
MYN100586,ORD20250586,2026-08-06 00:00:00,CUST51340,Meera Oberoi,Women,Jaipur,Rajasthan,Allen Solly,Heels,XS,Pink,3,2314,25,1735.5,0,937.17,6143.67,3750.4,1456.1,Cash on Delivery,Delivered,2026-08-08 00:00:00,Website
MYN100587,ORD20250587,2026-08-03 00:00:00,CUST37050,Rohan Saxena,Men,Kolkata,West Bengal,DressBerry,Trousers,XS,Blue,4,4152,25,3114,0,2242.08,14698.08,6878.9,5577.1,Net Banking,Returned,2026-08-07 00:00:00,Website
MYN100588,ORD20250588,2025-05-03 00:00:00,CUST18118,Tanvi Chatterjee,Men,Mumbai,Maharashtra,H&M,T-Shirts,M,White,4,3286,25,2464.5,0,1774.44,11632.44,6013.01,3844.99,UPI,Delivered,2025-05-05 00:00:00,Website
MYN100589,ORD20250589,2025-12-04 00:00:00,CUST64816,Mohit Shetty,Beauty,Nashik,Maharashtra,Puma,Shampoo,XL,Yellow,1,2340,50,1170,0,210.6,1380.6,739.72,430.28,Wallet,Shipped,2025-12-07 00:00:00,App
